"Angle, Ch 1+2 (rad) Run #1","Angle, Ch 3+4 (rad) Run #1","Angle, Ch 1+2 (rad) Run #2","Angle, Ch 3+4 (rad) Run #2","Angle, Ch 1+2 (rad) Run #3","Angle, Ch 3+4 (rad) Run #3","Angle, Ch 1+2 (rad) Run #4","Angle, Ch 3+4 (rad) Run #4","Angle, Ch 1+2 (rad) Run #5","Angle, Ch 3+4 (rad) Run #5","Angle, Ch 1+2 (rad) Run #6","Angle, Ch 3+4 (rad) Run #6","Angle, Ch 1+2 (rad) Run #7","Angle, Ch 3+4 (rad) Run #7","Angle, Ch 1+2 (rad) Run #8","Angle, Ch 3+4 (rad) Run #8","Angle, Ch 1+2 (rad) Run #9","Angle, Ch 3+4 (rad) Run #9","Angle, Ch 1+2 (rad) Run #10","Angle, Ch 3+4 (rad) Run #10","Time","mean_Ch1_Ch2","sd_Ch1_Ch2","mean_Ch3_Ch4","sd_Ch3_Ch4"
0.209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.401,0.017,0.122,0,0.419,0,0.209,0,11.7,0.1116,0.306730826621649,0.0034,0.00760263112349929
0.209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349,0.017,0.052,0,0.332,0,0.297,0,11.75,0.1082,0.277526034814754,0.0034,0.00760263112349929
0.209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.279,0.017,-0.017,0,0.244,0,0.367,0,11.8,0.1048,0.255499902152623,0.0034,0.00760263112349929
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.192,0.017,-0.087,0,0.157,0,0.419,0,NA,0.07425,0.272391109742346,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.192,0.017,-0.087,0,0.157,0,0.419,0,11.85,0.07425,0.272391109742346,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.105,0.017,-0.14,0,0.052,0,0.419,0,11.9,0.0565,0.255682746126262,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0.017,-0.192,0,-0.052,0,0.419,0,11.95,0.0395,0.26405618089086,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.017,-0.209,0,-0.14,0,0.367,0,12,0.0175,0.257842975471507,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,0.017,-0.209,0,-0.227,0,0.314,0,12.05,0,0.263748617689901,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.017,-0.209,0,-0.297,0,0.244,0,12.1,-0.02175,0.270898966406297,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209,0.017,-0.192,0,-0.332,0,0.175,0,12.15,-0.035,0.268634820279625,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227,0.017,-0.157,0,-0.367,0,0.105,0,12.2,-0.048,0.266255516374779,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209,0.017,-0.122,0,-0.367,0,0.052,0,12.25,-0.057,0.246956136456119,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192,0.017,-0.087,0,-0.349,0,-0.017,0,12.3,-0.06525,0.223228395744508,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157,0.017,-0.052,0,-0.314,0,-0.07,0,12.35,-0.06975,0.192690382046778,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,0.017,-0.017,0,-0.279,0,-0.122,0,12.4,-0.074,0.169306428308752,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,0.017,0.017,0,-0.227,0,-0.157,0,12.45,-0.07,0.146556018868782,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,0.017,0.035,0,-0.175,0,-0.175,0,12.5,-0.07,0.121243556529821,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,0.052,0,-0.105,0,-0.175,0,12.55,-0.05275,0.105692557290789,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0.017,0.052,0,-0.035,0,-0.157,0,12.6,-0.03925,0.0869956895483908,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0.017,0.052,0,0.017,0,-0.14,0,12.65,-0.0265,0.083683929162056,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0.017,0.052,0,0.07,0,-0.122,0,12.7,-0.00875,0.0883303458614309,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0.017,0.035,0,0.105,0,-0.087,0,12.75,0.0045,0.0835922643948988,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0.017,0,0,0.122,0,-0.035,0,12.8,0.013,0.0745162174742295,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0.017,-0.017,0,0.14,0,0,0,12.85,0.022,0.079954153529799,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0.017,-0.035,0,0.122,0,0.035,0,12.9,0.02625,0.070395904236918,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0.017,-0.052,0,0.105,0,0.052,0,12.95,0.022,0.0702044632959092,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.07,0,0.087,0,0.07,0,13,0.02175,0.0718255989649002,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.07,0,0.052,0,0.07,0,13.05,0.013,0.0627906574791717,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,-0.07,0,0.035,0,0.052,0,13.1,0.0085,0.0542494239600754,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,-0.07,0,0,0,0.052,0,13.15,-0.000250000000000002,0.0512924620842738,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,-0.052,0,-0.017,0,0.035,0,13.2,-0.00425,0.0384480168539289,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,-0.052,0,-0.035,0,0.017,0,13.25,-0.01325,0.0356124978062477,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,-0.035,0,-0.052,0,0.017,0,13.3,-0.01325,0.0356124978062477,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0.017,-0.035,0,-0.07,0,0,0,13.35,-0.022,0.038635044540762,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.017,0,-0.07,0,0,0,13.4,-0.02175,0.0331499120159717,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.017,0,-0.07,0,0,0,13.45,-0.02175,0.0331499120159717,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.017,0,-0.052,0,0,0,13.5,-0.01725,0.0245136016665578,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.017,0,-0.035,0,0,0,13.55,-0.013,0.0167132681822956,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.017,0,-0.035,0,0,0,13.6,-0.013,0.0167132681822956,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.017,0,-0.017,0,0,0,13.65,-0.0085,0.00981495457622364,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.017,0,0,0,0,0,13.7,-0.00425,0.0085,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.017,0,0.017,0,0.017,0,13.75,0.00425,0.0162762608318578,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.035,0,0.035,0,0.017,0,13.8,0.00425,0.0298147055438531,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.017,-0.035,0,0.035,0,0.017,0,13.85,0.00425,0.0298147055438531,0.00425,0.0085
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0,0.035,0,0.017,0,13.9,0.00566666666666667,0.0363501490139082,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0,0.035,0,0.017,0,13.95,0.00566666666666667,0.0363501490139082,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0,0.035,0,0.017,0,14,0.00566666666666667,0.0363501490139082,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0,0.017,0,0.017,0,14.05,-0.000333333333333334,0.0300222139978605,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,0,0.017,0,0.017,0,14.1,-0.000333333333333334,0.0300222139978605,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.017,0,14.15,0.0085,0.0120208152801713,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.017,0,14.2,0.0085,0.0120208152801713,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.017,0,14.25,0.0085,0.0120208152801713,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0,0.017,0,14.3,0,0.0240416305603426,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0,0,0,14.35,-0.0085,0.0120208152801713,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0,0,0,14.4,-0.0085,0.0120208152801713,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0,0,0,14.45,-0.0085,0.0120208152801713,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,14.5,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,14.55,0,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,14.6,0,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,14.65,0,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0,NA,NA,14.7,0.017,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0,NA,NA,14.75,0.017,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,0,NA,NA,14.8,0.017,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,14.85,0,NA,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,14.9,0,NA,0,NA
